carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,type,manufacturer,model,engines,seats,engine,arr_delay
WN,573,N8301J,LGA,MDW,103.0,725,17,55,35.96,19.04,49.83,320.0,17.2617,,0.0,1005.3,10.0,Fixed wing multi engine,BOEING,737-8H4,2.0,140.0,Turbo-fan,0.0
AA,1131,N486AA,LGA,DFW,201.0,1389,10,25,62.06,46.04,55.68,50.0,6.90468,,0.0,1004.6,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,Turbo-fan,0.0
EV,5714,N828AS,JFK,IAD,44.0,228,19,30,50.0,44.06,79.94,310.0,18.41248,23.0156,0.0,1012.5,10.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,Turbo-fan,1.0
US,2122,N946UW,LGA,BOS,40.0,184,10,0,46.94,39.92,76.43,170.0,6.90468,,0.0,,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
US,2134,N764US,LGA,BOS,39.0,184,6,0,41.0,32.0,70.08,60.0,5.7539,,0.0,1019.1,8.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2.0,179.0,Turbo-fan,0.0
DL,1543,N727TW,JFK,SEA,327.0,2422,17,35,82.04,66.92,60.25,200.0,5.7539,,0.0,1011.1,10.0,Fixed wing multi engine,BOEING,757-231,2.0,178.0,Turbo-fan,0.0
AA,1223,N202AA,EWR,DFW,208.0,1372,9,45,35.06,19.94,53.66,220.0,4.60312,,0.0,1028.3,10.0,Fixed wing multi engine,CESSNA,421C,2.0,8.0,Reciprocating,0.0
AA,695,N3JXAA,JFK,AUS,219.0,1521,17,10,28.04,6.98,40.31,230.0,13.80936,,0.0,1019.8,10.0,,,,,,,0.0
UA,424,N526UA,EWR,PBI,150.0,1023,13,29,24.08,-7.06,24.57,330.0,28.7695,40.2773,0.0,1024.0,10.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,1.0
UA,1564,N17233,EWR,ORD,132.0,719,15,59,57.02,48.02,71.81,240.0,8.05546,,0.0,1016.3,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,1.0
B6,509,N529JB,EWR,FLL,153.0,1065,17,0,39.02,26.06,59.37,360.0,8.05546,,0.0,1025.1,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
B6,165,N729JB,JFK,PDX,335.0,2454,20,51,73.94,69.98,87.45,140.0,6.90468,,0.0,1009.3,8.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
UA,1284,N37462,EWR,SFO,310.0,2565,17,29,62.6,48.2,62.33,170.0,9.20624,,0.0,,10.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,Turbo-fan,0.0
DL,1585,N334NW,LGA,MCO,129.0,950,17,50,55.94,46.04,69.3,150.0,6.90468,,0.0,1013.8,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2.0,182.0,Turbo-fan,1.0
UA,512,N505UA,JFK,SFO,364.0,2586,17,15,80.06,68.0,66.7,240.0,17.2617,,0.0,1014.7,10.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,1.0
EV,5038,N759EV,LGA,BHM,125.0,866,19,10,75.2,69.98,84.34,180.0,10.35702,,0.0,,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2.0,80.0,Turbo-fan,1.0
DL,695,N952DL,JFK,MCO,126.0,944,11,5,68.0,55.94,65.31,100.0,11.5078,,0.0,1017.1,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2.0,142.0,Turbo-fan,0.0
UA,1463,N16709,EWR,BOS,37.0,200,16,20,62.06,46.94,57.6,30.0,14.96014,,0.0,1027.0,10.0,Fixed wing multi engine,BOEING,737-724,2.0,149.0,Turbo-jet,0.0
UA,652,N667UA,EWR,IAH,217.0,1400,7,30,33.8,32.0,100.0,20.0,12.65858,,0.05,,2.0,Fixed wing multi engine,BOEING,767-322,2.0,330.0,Turbo-fan,1.0
UA,1177,N16713,LGA,ORD,121.0,733,15,0,48.92,21.92,34.21,210.0,9.20624,,0.0,1020.3,10.0,Fixed wing multi engine,BOEING,737-724,2.0,149.0,Turbo-jet,0.0
DL,2139,N929DL,LGA,MIA,147.0,1096,19,25,73.94,50.0,42.91,170.0,13.80936,,0.0,1024.2,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2.0,142.0,Turbo-fan,0.0
UA,217,N404UA,EWR,CLE,65.0,404,15,46,35.06,6.98,30.35,300.0,13.80936,21.86482,0.0,1026.9,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
UA,1460,N76515,LGA,ORD,108.0,733,10,0,33.8,28.94,84.56,350.0,20.71404,33.37262,0.02,,1.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,1.0
UA,1016,N79279,LGA,IAH,228.0,1416,7,32,32.0,15.08,49.19,280.0,17.2617,25.31716,0.0,1010.2,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,0.0
EV,4271,N12567,EWR,ALB,33.0,143,16,19,37.04,19.94,49.62,250.0,17.2617,25.31716,0.0,1014.8,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
B6,803,N590JB,JFK,SJU,201.0,1598,17,6,75.02,59.0,57.47,190.0,13.80936,,0.0,1017.7,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
9E,4120,N840AY,JFK,CLE,75.0,425,14,55,80.96,51.08,35.4,340.0,14.96014,,0.0,1015.6,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,Turbo-fan,0.0
UA,1456,N38727,LGA,IAH,190.0,1416,6,30,80.06,71.06,74.07,220.0,8.05546,,0.0,1020.2,10.0,Fixed wing multi engine,BOEING,737-724,2.0,149.0,Turbo-jet,1.0
AA,337,N4YNAA,LGA,ORD,118.0,733,14,55,44.96,14.0,28.25,260.0,10.35702,23.0156,0.0,1009.1,10.0,,,,,,,0.0
B6,423,N504JB,JFK,LAX,333.0,2475,16,35,75.92,48.02,37.3,300.0,23.0156,31.07106,0.0,1012.0,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,1.0
VX,29,N853VA,JFK,SFO,334.0,2586,18,50,73.94,55.94,53.37,190.0,17.2617,,0.0,1024.8,10.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,Turbo-fan,0.0
MQ,3478,N515MQ,LGA,DTW,84.0,502,8,25,44.96,28.94,53.17,230.0,9.20624,,0.0,1022.5,10.0,,,,,,,0.0
DL,1547,N974DL,LGA,ATL,114.0,762,7,0,55.94,44.06,64.28,350.0,10.35702,,0.0,1021.7,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2.0,142.0,Turbo-fan,0.0
UA,1143,N38451,EWR,PBI,147.0,1023,13,29,62.96,42.08,46.37,170.0,5.7539,,0.0,1012.7,10.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,Turbo-fan,0.0
EV,4640,N13992,EWR,DAY,86.0,533,12,10,68.0,66.2,100.0,90.0,11.5078,,0.1,,8.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
B6,1025,N562JB,JFK,TPA,138.0,1005,8,42,42.08,35.06,75.98,60.0,6.90468,,0.0,1019.4,8.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
9E,2908,N919XJ,JFK,BUF,55.0,301,18,45,46.04,41.0,82.45,200.0,9.20624,,0.0,1022.6,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
UA,527,N489UA,EWR,PDX,311.0,2434,17,15,69.08,60.98,75.4,130.0,6.90468,,0.0,1007.9,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
DL,807,N327NB,EWR,ATL,114.0,746,7,30,42.08,39.02,88.81,0.0,0.0,,0.0,1019.4,6.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2.0,145.0,Turbo-fan,0.0
UA,459,N520UA,EWR,PHX,290.0,2133,12,9,39.2,33.08,79.05,360.0,17.2617,,0.0,,9.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,0.0
DL,1429,N396DA,JFK,LAS,293.0,2248,8,15,28.04,14.0,55.12,310.0,10.35702,,0.0,1022.5,10.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,Turbo-jet,0.0
MQ,3565,N504MQ,LGA,CLT,79.0,544,9,29,53.96,39.02,56.86,,5.7539,,0.0,1016.7,10.0,,,,,,,0.0
UA,373,N504UA,EWR,BOS,35.0,200,9,29,35.96,19.94,51.78,360.0,10.35702,,0.0,1022.1,10.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,1.0
B6,308,N279JB,JFK,PWM,51.0,273,13,29,53.06,28.04,37.86,240.0,17.2617,,0.0,1019.4,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,1.0
DL,1271,N197DN,JFK,FLL,152.0,1069,8,7,42.98,37.04,79.38,50.0,4.60312,,0.0,1015.6,9.0,Fixed wing multi engine,BOEING,767-332,2.0,330.0,Turbo-fan,1.0
B6,219,N258JB,JFK,CLT,85.0,541,8,34,80.96,68.0,64.77,260.0,8.05546,,0.0,1017.1,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
UA,537,N570UA,EWR,PBI,151.0,1023,8,57,37.94,23.0,54.51,10.0,5.7539,,0.0,1036.4,10.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,1.0
EV,4580,N11544,EWR,MKE,132.0,725,15,29,51.08,35.06,54.09,290.0,14.96014,23.0156,0.0,1013.4,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
B6,507,N592JB,EWR,FLL,145.0,1065,6,0,30.92,12.02,44.92,240.0,6.90468,,0.0,1021.0,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
MQ,4429,N722MQ,LGA,CMH,84.0,479,14,40,66.92,28.04,23.11,270.0,21.86482,28.7695,0.0,1005.1,10.0,,,,,,,0.0
AA,345,N4WKAA,LGA,ORD,126.0,733,17,15,60.08,30.02,31.85,250.0,9.20624,,0.0,1022.7,10.0,,,,,,,0.0
9E,4127,N8673D,JFK,IAD,51.0,228,19,25,37.94,21.02,50.14,320.0,17.2617,29.92028,0.0,1013.0,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,Turbo-fan,1.0
EV,4700,N13995,EWR,CLT,,529,21,22,75.02,73.04,94.1,140.0,17.2617,25.31716,0.15,,5.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,
B6,361,N595JB,LGA,PBI,151.0,1035,9,35,26.06,10.94,52.25,350.0,13.80936,19.56326,0.0,1030.0,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
UA,461,N584UA,EWR,IAH,196.0,1400,20,0,39.02,17.96,42.18,260.0,13.80936,20.71404,0.0,1011.2,10.0,,,,,,,1.0
UA,247,N465UA,EWR,PBI,156.0,1023,17,59,62.96,44.06,50.03,290.0,11.5078,31.07106,0.0,1004.8,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,1.0
UA,1246,N75436,EWR,SFO,365.0,2565,15,22,50.0,39.02,65.8,130.0,8.05546,,0.0,1031.8,10.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,Turbo-fan,0.0
B6,203,N623JB,JFK,LAS,288.0,2248,7,40,57.2,55.94,96.17,100.0,10.35702,,0.0,,7.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
WN,172,N288WN,LGA,MKE,107.0,738,9,50,53.96,39.02,56.86,,5.7539,,0.0,1016.7,10.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,Turbo-fan,0.0
UA,1519,N24706,EWR,STT,202.0,1634,9,10,42.08,28.04,57.22,310.0,10.35702,,0.0,1005.7,10.0,Fixed wing multi engine,BOEING,737-724,2.0,149.0,Turbo-jet,1.0
UA,566,N464UA,EWR,TPA,143.0,997,5,51,66.02,60.98,83.79,190.0,13.80936,24.16638,0.01,1009.6,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
UA,1211,N73275,EWR,LAX,300.0,2454,13,58,91.04,66.02,43.83,220.0,11.5078,21.86482,0.0,1016.9,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,0.0
DL,781,N972DL,LGA,ATL,112.0,762,12,59,75.02,42.98,31.74,250.0,9.20624,,0.0,1008.3,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2.0,142.0,Turbo-fan,0.0
DL,930,N994DL,LGA,FLL,149.0,1076,11,5,68.0,48.02,48.77,50.0,9.20624,,0.0,1022.0,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2.0,142.0,Turbo-jet,0.0
AA,785,N3JYAA,LGA,DFW,199.0,1389,17,45,46.04,21.92,38.12,250.0,11.5078,,0.0,1006.2,10.0,,,,,,,0.0
EV,4654,N14959,EWR,RDU,70.0,416,11,23,50.0,32.0,49.81,250.0,9.20624,,0.0,1001.4,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
EV,4150,N12172,EWR,CVG,107.0,569,6,5,53.06,48.92,85.78,170.0,9.20624,,0.02,1014.2,8.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,0.0
US,2094,N126UW,EWR,CLT,75.0,529,18,29,73.04,41.0,31.43,320.0,16.11092,21.86482,0.0,1017.5,10.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,Turbo-fan,0.0
UA,1626,N14230,EWR,SAN,317.0,2425,8,40,42.98,39.92,88.85,60.0,13.80936,27.61872,0.01,1012.5,4.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,1.0
B6,15,N593JB,JFK,SFO,330.0,2586,8,53,84.02,71.06,65.13,240.0,13.80936,,0.0,1009.7,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
UA,1183,N38424,EWR,RSW,139.0,1068,14,59,73.94,41.0,30.49,300.0,11.5078,19.56326,0.0,1012.5,10.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,Turbo-fan,0.0
UA,994,N815UA,EWR,BOS,46.0,200,7,15,75.02,71.96,90.22,170.0,5.7539,,0.0,1010.6,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2.0,179.0,Turbo-jet,0.0
DL,2181,N627DL,LGA,MCO,157.0,950,15,0,37.94,23.0,54.51,310.0,14.96014,,0.0,1005.6,10.0,Fixed wing multi engine,BOEING,757-232,2.0,178.0,Turbo-fan,0.0
9E,3285,N931XJ,JFK,MSY,145.0,1182,19,30,73.94,48.92,41.21,350.0,13.80936,,0.0,1010.4,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
AA,1709,N3FNAA,LGA,MIA,146.0,1096,19,45,51.98,39.02,61.15,40.0,10.35702,,0.0,1021.1,10.0,,,,,,,1.0
UA,1172,N37465,EWR,SFO,316.0,2565,15,10,55.94,24.08,28.93,280.0,14.96014,21.86482,0.0,1016.5,10.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,Turbo-fan,1.0
YV,3771,N522LR,LGA,IAD,46.0,229,16,5,80.96,51.98,36.6,260.0,8.05546,,0.0,1017.1,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2.0,80.0,Turbo-fan,0.0
B6,147,N535JB,JFK,RSW,163.0,1074,20,45,32.0,14.0,46.92,330.0,16.11092,,0.0,1015.1,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
WN,1423,N455WN,LGA,MDW,114.0,725,17,10,53.06,35.96,52.11,180.0,11.5078,20.71404,0.0,1011.8,10.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,Turbo-fan,1.0
DL,432,N727TW,JFK,SFO,332.0,2586,13,0,62.96,53.96,72.42,40.0,14.96014,,0.0,1021.3,10.0,Fixed wing multi engine,BOEING,757-231,2.0,178.0,Turbo-fan,0.0
UA,257,N502UA,JFK,SFO,326.0,2586,15,40,82.94,69.98,65.0,190.0,12.65858,,0.0,1016.8,10.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,1.0
DL,2599,N913DL,JFK,BOS,44.0,187,20,50,53.6,51.8,96.73,180.0,8.05546,,0.0,,1.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2.0,142.0,Turbo-fan,0.0
DL,1023,N972DL,LGA,TPA,157.0,1010,8,15,28.94,17.06,60.69,40.0,10.35702,,0.0,1029.5,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2.0,142.0,Turbo-fan,1.0
AA,313,N437AA,LGA,ORD,118.0,733,8,30,37.94,19.94,47.89,360.0,5.7539,,0.0,1012.2,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2.0,172.0,Turbo-fan,0.0
EV,4689,N14977,EWR,IAD,54.0,212,10,0,37.04,28.94,72.24,360.0,14.96014,,0.0,1013.8,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
AS,15,N409AS,EWR,SEA,333.0,2402,7,5,46.94,41.0,79.7,0.0,0.0,,0.02,1026.4,10.0,Fixed wing multi engine,BOEING,737-990ER,2.0,222.0,Turbo-fan,0.0
MQ,3591,N845MQ,LGA,RDU,80.0,431,18,55,50.0,46.04,86.19,320.0,5.7539,,0.01,1017.6,10.0,,,,,,,1.0
DL,1765,N710TW,JFK,SFO,331.0,2586,10,0,71.06,60.98,70.47,250.0,10.35702,,0.0,1012.0,10.0,Fixed wing multi engine,BOEING,757-2Q8,2.0,178.0,Turbo-fan,0.0
EV,4573,N16149,EWR,RDU,72.0,416,11,23,35.06,10.94,36.26,290.0,25.31716,35.67418,0.0,1016.6,10.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,1.0
AA,1160,N3GYAA,LGA,MIA,162.0,1096,9,50,62.96,42.08,46.37,30.0,10.35702,,0.0,1024.5,10.0,,,,,,,0.0
UA,523,N820UA,EWR,BOS,34.0,200,21,56,60.98,55.04,80.78,290.0,8.05546,,0.0,1013.8,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2.0,179.0,Turbo-jet,1.0
EV,4662,N14204,EWR,RDU,66.0,416,11,30,75.92,57.92,53.65,140.0,6.90468,,0.0,1018.0,10.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,0.0
9E,3439,N926XJ,JFK,CVG,105.0,589,19,0,42.08,14.0,31.54,310.0,18.41248,28.7695,0.0,1011.6,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,1.0
EV,4322,N13965,EWR,ROC,46.0,246,16,35,80.96,64.04,56.45,260.0,21.86482,28.7695,0.0,1003.4,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
UA,998,N490UA,EWR,PHX,310.0,2133,14,53,50.0,33.98,53.92,0.0,0.0,,0.0,1012.6,6.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
UA,1600,N12125,EWR,LAX,359.0,2454,15,6,33.98,10.04,36.37,190.0,5.7539,,0.0,1029.0,10.0,Fixed wing multi engine,BOEING,757-224,2.0,178.0,Turbo-jet,1.0
MQ,2815,N656MQ,JFK,CLE,74.0,425,14,55,93.02,75.92,57.69,180.0,14.96014,,0.0,1011.6,9.0,,,,,,,0.0
US,656,N673AW,EWR,PHX,301.0,2133,16,35,23.0,8.06,54.61,210.0,8.05546,,0.0,,1.5,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
VX,413,N622VA,JFK,LAX,321.0,2475,16,55,69.08,57.92,67.59,40.0,16.11092,,0.0,1016.6,10.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,Turbo-fan,0.0
DL,1919,N937DL,LGA,MSP,138.0,1020,6,10,73.94,66.92,78.72,220.0,9.20624,,0.0,,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2.0,142.0,Turbo-fan,0.0
UA,1194,N27733,EWR,IAH,206.0,1400,8,57,33.08,26.06,75.11,270.0,10.35702,,0.0,1018.5,6.0,Fixed wing multi engine,BOEING,737-724,2.0,149.0,Turbo-jet,0.0
B6,183,N509JB,JFK,MCO,127.0,944,9,18,59.0,46.94,64.22,160.0,12.65858,,0.0,1015.8,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
DL,1779,N963DL,LGA,FLL,169.0,1076,13,45,37.94,28.94,69.73,280.0,14.96014,24.16638,0.0,,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2.0,142.0,Turbo-fan,0.0
B6,1601,N505JB,LGA,RSW,157.0,1080,13,15,75.2,62.6,64.91,240.0,12.65858,,0.0,,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,1.0
AA,317,N494AA,LGA,ORD,,733,9,45,82.94,62.96,50.97,260.0,10.35702,,0.0,1010.2,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,Turbo-fan,
DL,807,N320NB,EWR,ATL,114.0,746,7,30,12.02,-2.92,50.37,270.0,11.5078,,0.0,1024.2,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2.0,145.0,Turbo-fan,0.0
MQ,3526,N544MQ,LGA,CMH,85.0,479,17,30,44.06,41.0,93.24,350.0,20.71404,,0.04,,5.0,,,,,,,1.0
VX,27,N839VA,JFK,SFO,391.0,2586,16,30,21.92,-5.98,28.35,300.0,18.41248,29.92028,0.0,1026.3,10.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,Turbo-fan,1.0
UA,483,N526UA,EWR,LAX,327.0,2454,16,55,78.98,46.04,31.28,,5.7539,,0.0,1015.7,10.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,1.0
EV,4234,N25134,EWR,BWI,40.0,169,8,17,28.94,21.92,74.7,230.0,3.45234,,0.0,1020.9,9.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,0.0
MQ,3547,N512MQ,LGA,XNA,173.0,1147,7,15,24.98,19.4,79.62,80.0,10.35702,,0.02,,1.5,,,,,,,1.0
UA,424,N469UA,EWR,BOS,37.0,200,7,29,33.08,21.92,63.17,20.0,9.20624,,0.0,1036.3,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
UA,1492,N77295,EWR,ORD,126.0,719,15,58,28.04,5.0,36.83,0.0,0.0,,0.0,1032.9,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,1.0
EV,5091,N720EV,LGA,PIT,52.0,335,15,52,69.08,48.02,46.99,40.0,9.20624,,0.0,1019.4,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2.0,80.0,Turbo-fan,0.0
UA,571,N528UA,EWR,LAX,314.0,2454,18,2,33.98,24.08,66.72,280.0,10.35702,,0.0,1024.7,10.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,0.0
UA,394,N560UA,JFK,SFO,339.0,2586,12,10,68.0,37.04,31.97,350.0,12.65858,,0.0,1018.7,10.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,0.0
B6,66,N334JB,JFK,BUF,66.0,301,12,20,32.0,15.08,49.19,180.0,8.05546,,0.0,1015.9,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
EV,5207,N716EV,LGA,BGR,50.0,378,18,25,78.08,64.94,64.03,180.0,9.20624,,0.0,1013.7,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2.0,80.0,Turbo-fan,0.0
UA,446,N578UA,EWR,MIA,142.0,1085,8,44,28.94,21.92,74.7,230.0,3.45234,,0.0,1020.9,9.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,1.0
AA,1507,N468AA,EWR,DFW,183.0,1372,16,55,66.92,57.02,70.49,30.0,13.80936,,0.0,1017.1,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,Turbo-fan,0.0
9E,3400,,JFK,MKE,,745,16,15,78.98,69.08,71.72,0.0,0.0,,0.0,1011.1,10.0,,,,,,,
EV,4434,N13965,EWR,MHT,35.0,209,12,24,66.02,44.96,46.52,150.0,4.60312,,0.0,1004.2,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
MQ,3301,N523MQ,LGA,RDU,62.0,431,17,45,80.96,53.96,39.36,220.0,6.90468,,0.0,1016.8,10.0,,,,,,,1.0
EV,6177,N16571,EWR,IAD,41.0,212,6,20,66.92,55.94,67.79,230.0,9.20624,,0.0,1022.1,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
DL,884,N362NW,LGA,DEN,221.0,1620,17,45,82.94,66.92,58.51,150.0,13.80936,,0.0,998.1,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2.0,182.0,Turbo-fan,1.0
DL,315,N3766,JFK,SJU,202.0,1598,13,0,50.0,26.96,40.55,230.0,10.35702,,0.0,1010.1,10.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,Turbo-jet,1.0
AA,1145,N3HAAA,LGA,DFW,208.0,1389,13,0,44.06,10.94,25.54,70.0,10.35702,16.11092,0.0,1036.3,10.0,,,,,,,1.0
UA,1030,N77261,EWR,LAX,324.0,2454,13,59,78.98,64.94,62.16,140.0,11.5078,17.2617,0.0,1019.7,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,1.0
EV,4580,N13949,EWR,MKE,113.0,725,15,37,55.94,33.08,41.82,,3.45234,,0.0,1003.2,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
EV,4444,N15973,EWR,CLT,93.0,529,19,15,48.02,26.06,42.07,0.0,0.0,,0.0,1023.1,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
UA,685,N452UA,LGA,ORD,113.0,733,15,0,57.92,53.6,87.74,120.0,9.20624,,0.15,,3.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
